ingred_clean,dfg_clean,ingred_desc,simple_name,ingred_code,sample_id,Similarity,match,replace
bean without cooked green salt boiled frozen drained snap,frozen bean green whole,"Beans, snap, green, frozen, cooked, boiled, drained without salt",Frozen whole green beans,11061,596,0.604,,
raw beet,peeled steamed beetroot,"Beets, raw","Peeled, steamed beetroot",11080,104,0.354,,
boiled drained cooked beet,oat bran cooked,"Beets, cooked, boiled, drained",cooked oat bran,11081,902,0.381,n,"Peeled, steamed beetroot"
solid canned drained beet,kidney canned bean,"Beets, canned, drained solids",Canned Kidney beans,11084,271,0.433,n,"Peeled, steamed beetroot"
green raw beet,green bean steamed,"Beet greens, raw",Steamed Green beans,11086,132,0.544,n,
without cooked beet green salt boiled drained,green bean steamed,"Beet greens, cooked, boiled, drained, without salt",Steamed Green beans,11087,132,0.385,n,
broccoli raw,frozen broccoli floret,"Broccoli, raw",Frozen broccoli florets,11090,598,0.654,n,Steamed Crown broccoli florets and stalk
without cooked salt boiled broccoli drained,frozen broccoli floret,"Broccoli, cooked, boiled, drained, without salt",Frozen broccoli florets,11091,598,0.466,n,Steamed Crown broccoli florets and stalk
frozen broccoli chopped unprepared,frozen broccoli floret,"Broccoli, frozen, chopped, unprepared",Frozen broccoli florets,11092,598,0.588,,
without chopped cooked salt boiled frozen broccoli drained,frozen broccoli floret,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",Frozen broccoli florets,11093,598,0.559,,
without cooked salt boiled spear frozen broccoli drained,frozen broccoli floret,"Broccoli, frozen, spears, cooked, boiled, drained, without salt",Frozen broccoli florets,11095,598,0.591,,
raab broccoli raw,frozen broccoli floret,"Broccoli raab, raw",Frozen broccoli florets,11096,598,0.508,n,
raab broccoli cooked,frozen broccoli floret,"Broccoli raab, cooked",Frozen broccoli florets,11097,598,0.515,n,
sprout raw brussels,brussel sprout steamed whole,"Brussels sprouts, raw",Steamed Whole brussel sprouts,11098,126,0.738,,
without sprout cooked brussels salt boiled drained,brussel sprout steamed whole,"Brussels sprouts, cooked, boiled, drained, without salt",Steamed Whole brussel sprouts,11099,126,0.641,,
without sprout cooked brussels salt boiled frozen drained,brussel sprout steamed whole,"Brussels sprouts, frozen, cooked, boiled, drained, without salt",Steamed Whole brussel sprouts,11101,126,0.611,,
root raw burdock,bread sourdough,"Burdock root, raw",Sourdough bread,11104,786,0.35,n,
raw cabbage,cabbage purple,"Cabbage, raw",Purple cabbage,11109,886,0.677,,
without cooked salt boiled cabbage drained,cabbage purple,"Cabbage, cooked, boiled, drained, without salt",Purple cabbage,11110,886,0.445,,
raw red cabbage,cabbage purple,"Cabbage, red, raw",Purple cabbage,11112,886,0.655,,
without red cooked salt boiled cabbage drained,cabbage purple,"Cabbage, red, cooked, boiled, drained, without salt",Purple cabbage,11113,886,0.434,,
savoy raw cabbage,cabbage purple,"Cabbage, savoy, raw",Purple cabbage,11114,886,0.5,n,
raw choi chinese cabbage pak,cabbage purple,"Cabbage, chinese (pak-choi), raw",Purple cabbage,11116,886,0.475,n,Steamed Baby Bok Choy leaves and stalk
without cooked choi chinese salt cabbage boiled pak drained,cabbage purple,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",Purple cabbage,11117,886,0.367,n,Steamed Baby Bok Choy leaves and stalk
raw carrot,carrot juice,"Carrots, raw",Carrot juice,11124,232,0.736,n,Steamed whole carrots
without cooked salt boiled carrot drained,carrot steamed whole,"Carrots, cooked, boiled, drained, without salt",Steamed whole carrots,11125,140,0.492,,
pack canned solid carrot drained regular,carrot juice,"Carrots, canned, regular pack, drained solids",Carrot juice,11128,232,0.435,n,Steamed whole carrots
frozen unprepared carrot,carrot juice,"Carrots, frozen, unprepared",Carrot juice,11130,232,0.465,n,Steamed whole carrots
without cooked salt boiled frozen carrot drained,carrot steamed whole,"Carrots, frozen, cooked, boiled, drained, without salt",Steamed whole carrots,11131,140,0.463,,
cassava raw,cashew,"Cassava, raw",Cashew,11134,552,0.256,n,
raw cauliflower,cauliflower floret stalk steamed,"Cauliflower, raw",Steamed Cauliflower florets and stalk,11135,128,0.732,,
without cooked salt boiled drained cauliflower,cauliflower floret stalk steamed,"Cauliflower, cooked, boiled, drained, without salt",Steamed Cauliflower florets and stalk,11136,128,0.596,,
frozen unprepared cauliflower,cauliflower floret stalk steamed,"Cauliflower, frozen, unprepared",Steamed Cauliflower florets and stalk,11137,128,0.57,,
without cooked salt boiled frozen drained cauliflower,cauliflower floret stalk steamed,"Cauliflower, frozen, cooked, boiled, drained, without salt",Steamed Cauliflower florets and stalk,11138,128,0.564,,
raw celeriac,celery stalk steamed,"Celeriac, raw",Steamed Celery stalk,11141,129,0.36,n,
celery raw,celery stalk steamed,"Celery, raw",Steamed Celery stalk,11143,129,0.617,,
without cooked salt boiled celery drained,celery stalk steamed,"Celery, cooked, boiled, drained, without salt",Steamed Celery stalk,11144,129,0.447,,
raw chard swiss,red chard steamed organic stalk cal leaf,"Chard, swiss, raw",Steamed Red chard leaves and stalk (Cal-Organic),11147,114,0.323,,
without chard cooked salt boiled drained swiss,red chard steamed organic stalk cal leaf,"Chard, swiss, cooked, boiled, drained, without salt",Steamed Red chard leaves and stalk (Cal-Organic),11148,114,0.333,,
raw chayote fruit,grapefruit red deep,"Chayote, fruit, raw",Deep red grapefruit,11149,90,0.29,n,
without cooked salt boiled fruit chayote drained,grapefruit red deep,"Chayote, fruit, cooked, boiled, drained, without salt",Deep red grapefruit,11150,90,0.274,n,
chive raw,chive,"Chives, raw",chives,11156,907,0.936,,
collard raw,steamed stalk green collard leaf,"Collards, raw",Steamed Collard greens leaves and stalk,11161,119,0.541,,
without cooked salt boiled collard drained,steamed stalk green collard leaf,"Collards, cooked, boiled, drained, without salt",Steamed Collard greens leaves and stalk,11162,119,0.428,,
without chopped cooked salt boiled collard frozen drained,chopped green giant spinach frozen,"Collards, frozen, chopped, cooked, boiled, drained, without salt",Frozen Chopped Spinach (Green Giant),11164,721,0.464,n,Steamed Collard greens leaves and stalk
cilantro coriander raw leaf,cilantro,"Coriander (cilantro) leaves, raw",Cilantro,11165,746,0.681,,
yellow raw corn sweet,corn yellow tortilla,"Corn, sweet, yellow, raw",Yellow corn tortilla,11167,206,0.627,n,Frozen Golden Corn Kernels (Siganture Select)
yellow without corn cooked salt boiled drained sweet,corn yellow tortilla,"Corn, sweet, yellow, cooked, boiled, drained, without salt",Yellow corn tortilla,11168,206,0.492,n,Frozen Golden Corn Kernels (Siganture Select)
yellow kernel canned corn whole solid drained sweet,yellow nectarine whole,"Corn, sweet, yellow, canned, whole kernel, drained solids",Whole yellow nectarine,11172,60,0.513,n,Frozen Golden Corn Kernels (Siganture Select)
cut unprepared yellow kernel corn frozen cob sweet off,select kernel corn siganture frozen golden,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",Frozen Golden Corn Kernels (Siganture Select),11178,727,0.464,,
cut yellow without kernel corn salt boiled frozen cob drained sweet off,select kernel corn siganture frozen golden,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",Frozen Golden Corn Kernels (Siganture Select),11179,727,0.458,,
without immature cooked blackeyes salt boiled cowpea drained seed,black pea eyed,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",Black-eyed Peas,11192,1099,0.432,,
without immature cooked blackeyes salt boiled cowpea frozen drained seed,black pea eyed,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",Black-eyed Peas,11196,1099,0.413,,
cress raw garden,cheese cream,"Cress, garden, raw",cream cheese,11203,906,0.258,n,
cucumber raw peel,english cucumber whole,"Cucumber, with peel, raw",Whole English cucumber,11205,184,0.618,,
green raw dandelion,green onion,"Dandelion greens, raw",Green onion,11207,849,0.453,n,
without cooked green salt boiled dandelion drained,green onion,"Dandelion greens, cooked, boiled, drained, without salt",Green onion,11208,849,0.366,n,
eggplant raw,eggplant,"Eggplant, raw",Eggplant,11209,851,0.967,,
eggplant without cooked salt boiled drained,eggplant,"Eggplant, cooked, boiled, drained, without salt",Eggplant,11210,851,0.662,,
prepared frozen edamame,frozen edamame,"Edamame, frozen, prepared",Frozen edamame,11212,595,0.859,,
escarole added cooked salt boiled drained,rolled oat,"Escarole, cooked, boiled, drained, no salt added",Rolled oats,11214,428,0.323,n,
garlic raw,garlic,"Garlic, raw",Garlic,11215,748,0.945,,
ginger root raw,pixie tangerine,"Ginger root, raw",Pixie tangerine,11216,89,0.275,n,
kale raw,kale,"Kale, raw",Kale,11233,846,0.917,,
without cooked kale salt boiled drained,kale,"Kale, cooked, boiled, drained, without salt",Kale,11234,846,0.51,,
without cooked kale salt boiled frozen drained,kale,"Kale, frozen, cooked, boiled, drained, without salt",Kale,11236,846,0.46,,
kohlrabi raw,cracker wheat nabisco,"Kohlrabi, raw",Wheat crackers (Nabisco),11241,510,0.189,n,
portion bulb lower raw leek leaf,corn yellow tortilla,"Leeks, (bulb and lower leaf-portion), raw",Yellow corn tortilla,11246,206,0.285,n,
lettuce raw co romaine,lettuce romaine,"Lettuce, cos or romaine, raw",Romaine lettuce,11251,850,0.966,,
raw crisphead iceberg lettuce type includes,lettuce steamed iceberg,"Lettuce, iceberg (includes crisphead types), raw",Steamed Iceberg lettuce,11252,124,0.589,,
green lettuce leaf raw,lettuce romaine,"Lettuce, green leaf, raw",Romaine lettuce,11253,850,0.597,n,Steamed Iceberg lettuce
without cooked salt lotus boiled root drained,oat bran cooked,"Lotus root, cooked, boiled, drained, without salt",cooked oat bran,11255,902,0.309,n,
leaf lettuce red raw,lettuce romaine,"Lettuce, red leaf, raw",Romaine lettuce,11257,850,0.638,,
white raw mushroom,white mushroom steamed whole,"Mushrooms, white, raw",Steamed whole white mushrooms,11260,178,0.839,,
without white mushroom cooked salt boiled drained,white mushroom steamed whole,"Mushrooms, white, cooked, boiled, drained, without salt",Steamed whole white mushrooms,11261,178,0.685,,
solid drained canned mushroom,white mushroom steamed whole,"Mushrooms, canned, drained solids",Steamed whole white mushrooms,11264,178,0.557,,
dried mushroom shiitake,shiitake mushroom steamed whole,"Mushrooms, shiitake, dried",Steamed whole shiitake mushrooms,11268,179,0.855,,
without mushroom cooked salt shiitake,shiitake mushroom steamed whole,"Mushrooms, shiitake, cooked, without salt",Steamed whole shiitake mushrooms,11269,179,0.814,,
green raw mustard,curely green mustard steamed,"Mustard greens, raw",Steamed Curely mustard greens,11270,121,0.713,,
without mustard cooked green salt boiled drained,curely green mustard steamed,"Mustard greens, cooked, boiled, drained, without salt",Steamed Curely mustard greens,11271,121,0.532,,
without mustard cooked green salt boiled frozen drained,frozen bean green whole,"Mustard greens, frozen, cooked, boiled, drained, without salt",Frozen whole green beans,11273,596,0.506,n,Steamed Curely mustard greens
okra raw,okra frozen whole,"Okra, raw",Frozen whole okra,11278,593,0.62,,
okra without cooked salt boiled drained,okra frozen whole,"Okra, cooked, boiled, drained, without salt",Frozen whole okra,11279,593,0.425,,
okra without cooked salt boiled frozen drained,okra frozen whole,"Okra, frozen, cooked, boiled, drained, without salt",Frozen whole okra,11281,593,0.636,,
raw onion,onion,"Onions, raw",Onion,11282,749,0.935,,
without cooked salt boiled drained onion,onion,"Onions, cooked, boiled, drained, without salt",Onion,11283,749,0.548,,
dehydrated flake onion,onion,"Onions, dehydrated flakes",Onion,11284,749,0.489,n,
without chopped cooked salt boiled frozen drained onion,chopped green giant spinach frozen,"Onions, frozen, chopped, cooked, boiled, drained, without salt",Frozen Chopped Spinach (Green Giant),11288,721,0.48,n,Onion
without cooked salt boiled whole frozen drained onion,frozen bean green whole,"Onions, frozen, whole, cooked, boiled, drained, without salt",Frozen whole green beans,11290,596,0.489,n,Onion
scallion bulb top raw includes spring onion,onion,"Onions, spring or scallions (includes tops and bulb), raw",Onion,11291,749,0.505,n,Green onion
green top onion young,green onion,"Onions, young green, tops only",Green onion,11292,849,0.735,,
parsley fresh,parsley,"Parsley, fresh",Parsley,11297,751,0.878,,
without cooked parsnip salt boiled drained,oat bran cooked,"Parsnips, cooked, boiled, drained, without salt",cooked oat bran,11299,902,0.276,n,
edible raw pea podded,pepper red steamed bell whole seed,"Peas, edible-podded, raw",Steamed whole red bell pepper w/o seed,11300,143,0.235,n,Steamed whole snow peas
without podded pea salt boiled edible drained,pepper red steamed bell whole seed,"Peas, edible-podded, boiled, drained, without salt",Steamed whole red bell pepper w/o seed,11301,143,0.272,n,Steamed whole snow peas
without cooked pea salt boiled edible frozen drained podded,frozen bean green whole,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",Frozen whole green beans,11303,596,0.357,n,Steamed whole snow peas
green raw pea,green pea split,"Peas, green, raw",Green split peas,11304,1100,0.59,n,Frozen Whole Sweet Green Peas (Flav R Pac)
without cooked green pea salt boiled drained,pepper steamed bell green whole seed,"Peas, green, cooked, boiled, drained, without salt",Steamed whole green bell pepper w/o seed,11305,142,0.376,n,Frozen Whole Sweet Green Peas (Flav R Pac)
unprepared baby canned lesuer green pea type solid includes drained,pepper steamed bell green whole seed,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",Steamed whole green bell pepper w/o seed,11308,142,0.342,n,Frozen Whole Sweet Green Peas (Flav R Pac)
green unprepared pea frozen,frozen bean green whole,"Peas, green, frozen, unprepared",Frozen whole green beans,11312,596,0.601,n,Frozen Whole Sweet Green Peas (Flav R Pac)
